CMDLINE uvicorn core.asgi:application --port 8000 --lifespan off --host 0.0.0.0 --workers 1
MEM 0.171875 1714491951.3796
MEM 35.234375 1714491951.4827
MEM 51.078125 1714491951.5882
MEM 51.078125 1714491951.6893
MEM 51.078125 1714491951.7948
MEM 51.093750 1714491951.9000
MEM 51.093750 1714491952.0032
MEM 51.093750 1714491952.1081
MEM 51.093750 1714491952.2085
MEM 51.093750 1714491952.3125
MEM 51.109375 1714491952.4150
MEM 52.437500 1714491952.5186
MEM 56.781250 1714491952.6207
MEM 56.781250 1714491952.7268
MEM 56.781250 1714491952.8313
MEM 56.781250 1714491952.9368
MEM 56.781250 1714491953.0373
MEM 56.781250 1714491953.1471
MEM 56.781250 1714491953.2507
MEM 56.781250 1714491953.3528
MEM 56.781250 1714491953.4584
MEM 56.781250 1714491953.5627
MEM 56.781250 1714491953.6680
MEM 56.781250 1714491953.7730
